Nom de la commune;Code Postal;Département
LA GRANDE PAROISSE;77130;SEINE ET MARNE
LA GRANDE RESIE;70140;HAUTE SAONE
LA GRANDE VALLEE;18350;CHER
LA GRANDE VERRIERE;71990;SAONE ET LOIRE
LA GRANDVILLE;08700;ARDENNES
LA GRANGE;25380;DOUBS
LA GRAVE;05320;HAUTES ALPES
LA GRAVE DE PEILLE;06440;ALPES MARITIMES
LA GRAVELLE;53410;MAYENNE
LA GRAVERIE;14350;CALVADOS
LA GREE ST LAURENT;56120;MORBIHAN
LA GRESLE;42460;LOIRE
LA GREVE SUR MIGNON;17170;CHARENTE MARITIME
LA GRIGONNAIS;44170;LOIRE ATLANTIQUE
LA GRIMAUDIERE;86330;VIENNE
LA GRIPPERIE ST SYMPHORIE;17620;CHARENTE MARITIME
LA GROISE;59360;NORD
LA GROUTTE;18200;CHER
LA GRUERIE;08380;ARDENNES
LA GUERCHE;37350;INDRE ET LOIRE
LA GUERCHE DE BRETAGNE;35130;ILLE ET VILAINE
LA GUERCHE SUR L AUBOIS;18150;CHER
LA GUERINIERE;85680;VENDEE
LA GUEROULDE;27160;EURE
LA GUICHE;71220;SAONE ET LOIRE
LA GUIERCHE;72380;SARTHE
LA GUILLERMIE;03250;ALLIER
LA GUYONNIERE;85600;VENDEE
LA HAIE FOUASSIERE;44690;LOIRE ATLANTIQUE
LA HAIE TRAVERSAINE;53300;MAYENNE
LA HALLOTIERE;76780;SEINE MARITIME
LA HARDOYE;08220;ARDENNES
LA HARENGERE;27370;EURE
LA HARMOYE;22320;COTES D'ARMOR
LA HAUTE BEAUME;05140;HAUTES ALPES
LA HAUTE CHAPELLE;61700;ORNE
LA HAUTE MAISON;77580;SEINE ET MARNE
LA HAUTEVILLE;78113;YVELINES
LA HAYE;76780;SEINE MARITIME
LA HAYE;88240;VOSGES
LA HAYE AUBREE;27350;EURE
LA HAYE BELLEFOND;50410;MANCHE
LA HAYE D ECTOT;50270;MANCHE
LA HAYE DE CALLEVILLE;27800;EURE
LA HAYE DE ROUTOT;27350;EURE
LA HAYE DU PUITS;50250;MANCHE
LA HAYE DU THEIL;27370;EURE
LA HAYE LE COMTE;27400;EURE
LA HAYE MALHERBE;27400;EURE
LA HAYE PESNEL;50320;MANCHE
LA HAYE ST SYLVESTRE;27330;EURE
LA HERELLE;60120;OISE
LA HERIE;02500;AISNE
LA HERLIERE;62158;PAS DE CALAIS
LA HEUNIERE;27950;EURE
LA HISSE ST SAMSON;22100;COTES D'ARMOR
LA HOGUETTE;14700;CALVADOS
LA HORGNE;08430;ARDENNES
LA HOUBLONNIERE;14340;CALVADOS
LA HOUSSAYE;27410;EURE
LA HOUSSAYE BERANGER;76690;SEINE MARITIME
LA HOUSSAYE EN BRIE;77610;SEINE ET MARNE
LA HOUSSIERE;88430;VOSGES
LA HOUSSOYE;60390;OISE
LA HUTTE;72130;SARTHE
LA JAILLE YVON;49220;MAINE ET LOIRE
LA JARD;17460;CHARENTE MARITIME
LA JARNE;17220;CHARENTE MARITIME
LA JARRIE;17220;CHARENTE MARITIME
LA JARRIE AUDOUIN;17330;CHARENTE MARITIME
LA JAUDONNIERE;85110;VENDEE
LA JAVIE;04420;ALPES DE HAUTE PROVENCE
LA JEMAYE;24410;DORDOGNE
LA JONCHERE;85540;VENDEE
LA JONCHERE ST MAURICE;87340;HAUTE VIENNE
LA JUBAUDIERE;49510;MAINE ET LOIRE
LA JUMELLIERE;49120;MAINE ET LOIRE
LA LAIGNE;17170;CHARENTE MARITIME
LA LANDE;27210;EURE
LA LANDE CHASLES;49150;MAINE ET LOIRE
LA LANDE D AIROU;50800;MANCHE
LA LANDE DE FRONSAC;33240;GIRONDE
LA LANDE DE GOULT;61320;ORNE
LA LANDE DE LOUGE;61210;ORNE
LA LANDE PATRY;61100;ORNE
LA LANDE ST LEGER;27210;EURE
LA LANDE ST SIMEON;61100;ORNE
LA LANDE SUR DROME;14240;CALVADOS
LA LANDE SUR EURE;61290;ORNE
LA LANDE VAUMONT;14500;CALVADOS
LA LANDEC;22980;COTES D'ARMOR
LA LANTERNE LES ARMONTS;70270;HAUTE SAONE
LA LATETTE;39250;JURA
LA LAUPIE;26740;DROME
LA LECHERE;01120;AIN
LA LECHERE;73260;SAVOIE
LA LEVADE;30110;GARD
LA LIMOUZINIERE;44310;LOIRE ATLANTIQUE
LA LIMOUZINIERE;85310;VENDEE
LA LIVINIERE;34210;HERAULT
LA LLAGONNE;66210;PYRENEES ORIENTALES
LA LOGE;62140;PAS DE CALAIS
LA LOGE AUX CHEVRES;10140;AUBE
LA LOGE POMBLIN;10210;AUBE
LA LONDE;76500;SEINE MARITIME
LA LONDE LES MAURES;83250;VAR
LA LONGEVILLE;25650;DOUBS
LA LONGINE;70310;HAUTE SAONE
LA LONGUEVILLE;59570;NORD
LA LOUBIERE;12740;AVEYRON
LA LOUPE;28240;EURE ET LOIR
LA LOUPTIERE THENARD;10400;AUBE
LA LOUVIERE LAURAGAIS;11410;AUDE
LA LOYE;39380;JURA
LA LOYERE;71530;SAONE ET LOIRE
LA LUCERNE D OUTREMER;50320;MANCHE
LA LUZERNE;50680;MANCHE
LA MACHINE;58260;NIEVRE
LA MADELEINE;27000;EURE
LA MADELEINE;54410;MEURTHE ET MOSELLE
LA MADELEINE;44350;LOIRE ATLANTIQUE
LA MADELEINE;59110;NORD
LA MADELEINE BOUVET;61110;ORNE
LA MADELEINE SOUS MONTREU;62170;PAS DE CALAIS
LA MADELEINE SUR LOING;77570;SEINE ET MARNE
LA MADRAGUE;83270;VAR
LA MAGDELAINE SUR TARN;31340;HAUTE GARONNE
LA MAGDELEINE;16240;CHARENTE
LA MAILLERAYE SUR SEINE;76940;SEINE MARITIME
LA MAINE;76150;SEINE MARITIME
LA MAISON DIEU;58190;NIEVRE
LA MALACHERE;70190;HAUTE SAONE
LA MALADRERIE;78650;YVELINES
LA MALADRERIE;78300;YVELINES
LA MALENE;48210;LOZERE
LA MALHOURE;22640;COTES D'ARMOR
LA MALLE;13530;BOUCHES DU RHONE
LA MALMAISON;02190;AISNE
LA MANCELIERE;28270;EURE ET LOIR
LA MANCELLIERE;50540;MANCHE
LA MANCELLIERE SUR VIRE;50750;MANCHE
LA MARCHE;58400;NIEVRE
LA MARNE;44270;LOIRE ATLANTIQUE
LA MAROLLE EN SOLOGNE;41210;LOIR ET CHER
LA MARRE;39210;JURA
LA MARTRE;83840;VAR
LA MARTYRE;29800;FINISTERE
LA MAXE;57140;MOSELLE
LA MAYRAND;63420;PUY DE DOME
LA MAZIERE AUX BONS HOMME;23260;CREUSE
LA MEAUFFE;50880;MANCHE
LA MEAUGON;22440;COTES D'ARMOR
LA MEIGNANNE;49220;MAINE ET LOIRE
LA MEILLERAIE TILLAY;85700;VENDEE
LA MEILLERAYE DE BRETAGNE;44520;LOIRE ATLANTIQUE
LA MEMBROLLE SUR CHOISILL;37390;INDRE ET LOIRE
LA MENITRE;49250;MAINE ET LOIRE
LA MERINDOLE;13280;BOUCHES DU RHONE
LA MERLATIERE;85140;VENDEE
LA MESNIERE;61560;ORNE
LA MEURDRAQUIERE;50510;MANCHE
LA MEYZE;87800;HAUTE VIENNE
LA MEZIERE;35520;ILLE ET VILAINE
LA MILESSE;72650;SARTHE
LA MILLIERE;13104;BOUCHES DU RHONE
LA MOLE;83310;VAR
LA MONCELLE;08140;ARDENNES
LA MONGIE;65200;HAUTES PYRENEES
LA MONNERIE LE MONTEL;63650;PUY DE DOME
LA MONSELIE;15240;CANTAL
LA MONTAGNE;44620;LOIRE ATLANTIQUE
LA MONTAGNE;70310;HAUTE SAONE
LA MONTAGNE;97417;REUNION
LA MORTE;38350;ISERE
LA MOTHE;12800;AVEYRON
LA MOTHE ACHARD;85150;VENDEE
LA MOTHE ST HERAY;79800;DEUX SEVRES
LA MOTTE;22600;COTES D'ARMOR
LA MOTTE;83920;VAR
LA MOTTE CHALANCON;26470;DROME
LA MOTTE D AIGUES;84240;VAUCLUSE
LA MOTTE D AVEILLANS;38770;ISERE
LA MOTTE DE GALAURE;26240;DROME
LA MOTTE DU CAIRE;04250;ALPES DE HAUTE PROVENCE
LA MOTTE EN BAUGES;73340;SAVOIE
LA MOTTE EN CHAMPSAUR;05500;HAUTES ALPES
LA MOTTE FANJAS;26190;DROME
LA MOTTE FEUILLY;36160;INDRE
LA MOTTE FOUQUET;61600;ORNE
LA MOTTE SERVOLEX;73290;SAVOIE
LA MOTTE ST JEAN;71160;SAONE ET LOIRE
LA MOTTE ST MARTIN;38770;ISERE
LA MOTTE TERNANT;21210;COTE D'OR
LA MOTTE TILLY;10400;AUBE
LA MOUCHE;50320;MANCHE
LA MOUILLE;39400;JURA
LA MOUTADE;63200;PUY DE DOME
LA MOUTONNE;83260;VAR
LA MULATIERE;69350;RHONE
LA MURAZ;74560;HAUTE SAVOIE
LA MURE;38350;ISERE
LA MURE ARGENS;04170;ALPES DE HAUTE PROVENCE
LA MURETTE;38140;ISERE
LA NAPOULE;06210;ALPES MARITIMES
LA NEUVE GRANGE;27150;EURE
LA NEUVE LYRE;27330;EURE
LA NEUVELLE LES LURE;70200;HAUTE SAONE
LA NEUVELLE LES SCEY;70360;HAUTE SAONE
LA NEUVEVILLE SOUS CHATEN;88170;VOSGES
LA NEUVEVILLE SOUS MONTFO;88800;VOSGES
LA NEUVILLE;59239;NORD
LA NEUVILLE A MAIRE;08450;ARDENNES
LA NEUVILLE AU PONT;51800;MARNE
LA NEUVILLE AUX BOIS;51330;MARNE
LA NEUVILLE AUX JOUTES;08380;ARDENNES
LA NEUVILLE AUX LARRIS;51480;MARNE
LA NEUVILLE BOSMONT;02250;AISNE
LA NEUVILLE D AUMONT;60790;OISE
LA NEUVILLE DEVANT LEPANC;88600;VOSGES
LA NEUVILLE DU BOSC;27890;EURE
LA NEUVILLE EN BEINE;02300;AISNE
LA NEUVILLE EN HEZ;60510;OISE
LA NEUVILLE EN TOURNE A F;08310;ARDENNES
LA NEUVILLE GARNIER;60390;OISE
LA NEUVILLE HOUSSET;02250;AISNE
LA NEUVILLE LES BRAY;80340;SOMME
LA NEUVILLE LES DORENGT;02450;AISNE
LA NEUVILLE LES WASIGNY;08270;ARDENNES
LA NEUVILLE RESSONS;60490;OISE
LA NEUVILLE ST PIERRE;60480;OISE
LA NEUVILLE SUR ESSONNE;45390;LOIRET
LA NEUVILLE SUR OUDEUIL;60690;OISE
LA NEUVILLE VAULT;60112;OISE
LA NEUVILLETTE;51100;MARNE
LA NOCLE MAULAIX;58250;NIEVRE
LA NOE BLANCHE;35470;ILLE ET VILAINE
LA NOE POULAIN;27560;EURE
LA NORVILLE;91290;ESSONNE
LA NOUAILLE;23500;CREUSE
LA NOUAYE;35137;ILLE ET VILAINE
LA NOUE;51310;MARNE
LA NOUVELLE;97428;REUNION
LA PACAUDIERE;42310;LOIRE
LA PAILLASSE;26800;DROME
LA PALLICE;17000;CHARENTE MARITIME
LA PALLU;53140;MAYENNE
LA PALME;11480;AUDE
LA PALUD SUR VERDON;04120;ALPES DE HAUTE PROVENCE
LA PANOUSE;13008;BOUCHES DU RHONE
LA PANOUSE;48600;LOZERE
LA PAQUELAIS;44360;LOIRE ATLANTIQUE
LA PATTE D OIE;95220;VAL D'OISE
LA PELLERINE;49490;MAINE ET LOIRE
LA PELLERINE;53220;MAYENNE
LA PENNE;06260;ALPES MARITIMES
LA PENNE SUR HUVEAUNE;13821;BOUCHES DU RHONE
LA PENNE SUR L OUVEZE;26170;DROME
LA PERCHE;18200;CHER
LA PERNELLE;50630;MANCHE
LA PEROUILLE;36350;INDRE
LA PERRENA;39150;JURA
LA PERRIERE;61360;ORNE
LA PERRIERE;73600;SAVOIE
LA PERRIERE;73120;SAVOIE
LA PERRUSSE;04380;ALPES DE HAUTE PROVENCE
LA PERUSE;16270;CHARENTE
LA PESSE;39370;JURA
LA PETITE BOISSIERE;79700;DEUX SEVRES
LA PETITE COMMUNE;08800;ARDENNES
LA PETITE FOSSE;88490;VOSGES
LA PETITE MARCHE;03420;ALLIER
LA PETITE PIERRE;67290;BAS RHIN
LA PETITE RAON;88210;VOSGES
LA PETITE VERRIERE;71400;SAONE ET LOIRE
LA PEYRADE;34110;HERAULT
LA PEYRATTE;79200;DEUX SEVRES
LA PIARRE;05700;HAUTES ALPES
LA PIERRE;38570;ISERE
LA PISSEURE;70800;HAUTE SAONE
LA PLAGNE;73210;SAVOIE
LA PLAINE;49360;MAINE ET LOIRE
LA PLAINE DES CAFRES;97418;REUNION
LA PLAINE DES PALMISTES;97431;REUNION
LA PLAINE ST DENIS;93210;SEINE SAINT DENIS
LA PLAINE SUR MER;44770;LOIRE ATLANTIQUE
LA PLANCHE;44140;LOIRE ATLANTIQUE
LA PLANEE;25160;DOUBS
LA POITEVINIERE;49510;MAINE ET LOIRE
LA POMAREDE;11400;AUDE
LA POMME;13720;BOUCHES DU RHONE
LA POMMERAIE SUR SEVRE;85700;VENDEE
LA POMMERAYE;14690;CALVADOS
LA POMMERAYE;49620;MAINE ET LOIRE
LA POMPONNETTE;77400;SEINE ET MARNE
LA PORCHERIE;87380;HAUTE VIENNE
LA PORTA;20237;CORSE
LA POSSESSION;97419;REUNION
LA POSSONNIERE;49170;MAINE ET LOIRE
LA POSTOLLE;89260;YONNE
LA POTERIE;22400;COTES D'ARMOR
LA POTERIE AU PERCHE;61190;ORNE
LA POTERIE CAP D ANTIFER;76280;SEINE MARITIME
LA POTERIE MATHIEU;27560;EURE
LA POUEZE;49370;MAINE ET LOIRE
LA POUGE;23250;CREUSE
LA PRENESSAYE;22210;COTES D'ARMOR
LA PRESTE;66230;PYRENEES ORIENTALES
LA PRETIERE;25250;DOUBS
LA PREVIERE;49420;MAINE ET LOIRE
LA PRIMAUBE;12450;AVEYRON
LA PROISELIERE ET LANGLE;70310;HAUTE SAONE
LA PUISAYE;28250;EURE ET LOIR
LA PUYE;86260;VIENNE
LA PYLE;27370;EURE
LA QUARTE;70120;HAUTE SAONE
LA QUEUE EN BRIE;94510;VAL DE MARNE
LA QUEUE LES YVELINES;78940;YVELINES
LA QUINTE;72550;SARTHE
LA RABATELIERE;85250;VENDEE
LA RACINEUSE;71310;SAONE ET LOIRE
LA RAVOIRE;73490;SAVOIE
LA RECOUSSE;62890;PAS DE CALAIS
LA REDONNE;13820;BOUCHES DU RHONE
LA REDORTE;11700;AUDE
LA REGRIPPIERE;44330;LOIRE ATLANTIQUE
LA REMAUDIERE;44430;LOIRE ATLANTIQUE
LA REMUEE;76430;SEINE MARITIME
LA RENAISSANCE;17620;CHARENTE MARITIME
LA RENAUDIE;63930;PUY DE DOME
LA RENAUDIERE;49450;MAINE ET LOIRE
LA REOLE;33190;GIRONDE
LA REORTHE;85210;VENDEE
LA REPARA AURIPLES;26400;DROME
LA RESIE ST MARTIN;70140;HAUTE SAONE
LA REUNION;47700;LOT ET GARONNE
LA REVETIZON;79360;DEUX SEVRES
LA RICAMARIE;42150;LOIRE
LA RICHARDAIS;35780;ILLE ET VILAINE
LA RICHE;37520;INDRE ET LOIRE
LA RIVIERE;38210;ISERE
LA RIVIERE;33126;GIRONDE
LA RIVIERE;97421;REUNION
LA RIVIERE DE CORPS;10440;AUBE
LA RIVIERE DES GALETS;97419;REUNION
LA RIVIERE DRUGEON;25560;DOUBS
LA RIVIERE ENVERSE;74440;HAUTE SAVOIE
LA RIVIERE ST SAUVEUR;14600;CALVADOS
LA RIXOUSE;39200;JURA
LA ROBINE SUR GALABRE;04000;ALPES DE HAUTE PROVENCE
LA ROCHE;69640;RHONE
LA ROCHE;69620;RHONE
LA ROCHE BERNARD;56130;MORBIHAN
LA ROCHE BLANCHE;63670;PUY DE DOME
LA ROCHE BLANCHE;44522;LOIRE ATLANTIQUE
LA ROCHE CANILLAC;19320;CORREZE
LA ROCHE CHALAIS;24490;DORDOGNE
LA ROCHE CLERMAULT;37500;INDRE ET LOIRE
LA ROCHE DE GLUN;26600;DROME
LA ROCHE DE RAME;05310;HAUTES ALPES
LA ROCHE DERRIEN;22450;COTES D'ARMOR
LA ROCHE DES ARNAUDS;05400;HAUTES ALPES
LA ROCHE EN BRENIL;21530;COTE D'OR
LA ROCHE GUYON;95780;VAL D'OISE
LA ROCHE L ABEILLE;87800;HAUTE VIENNE
LA ROCHE MABILE;61420;ORNE
LA ROCHE MAURICE;29800;FINISTERE
LA ROCHE MOREY;70120;HAUTE SAONE
LA ROCHE NOIRE;63800;PUY DE DOME
LA ROCHE POSAY;86270;VIENNE
LA ROCHE RIGAULT;86200;VIENNE
LA ROCHE SUR FORON;74800;HAUTE SAVOIE
LA ROCHE SUR GRANE;26400;DROME
LA ROCHE SUR LE BUIS;26170;DROME
LA ROCHE SUR YON;85000;VENDEE
LA ROCHE VANNEAU;21150;COTE D'OR
LA ROCHE VINEUSE;71960;SAONE ET LOIRE
LA ROCHEFOUCAULD;16110;CHARENTE
LA ROCHEGIRON;04150;ALPES DE HAUTE PROVENCE
LA ROCHELLE;70120;HAUTE SAONE
LA ROCHELLE;17000;CHARENTE MARITIME
LA ROCHELLE NORMANDE;50530;MANCHE
LA ROCHENARD;79270;DEUX SEVRES
LA ROCHEPOT;21340;COTE D'OR
LA ROCHETTE;23200;CREUSE
LA ROCHETTE;06260;ALPES MARITIMES
LA ROCHETTE;07310;ARDECHE
LA ROCHETTE;05000;HAUTES ALPES
LA ROCHETTE;73110;SAVOIE
LA ROCHETTE;16110;CHARENTE
LA ROCHETTE;77000;SEINE ET MARNE
LA ROCHETTE DU BUIS;26170;DROME
LA ROCHETTE SUR CREST;26400;DROME
LA ROCQUE;14410;CALVADOS
LA RODIERE;69700;RHONE
LA ROE;53350;MAYENNE
LA ROMAGNE;08220;ARDENNES
LA ROMAGNE;49740;MAINE ET LOIRE
LA ROMIEU;32480;GERS
LA RONDE;17170;CHARENTE MARITIME
LA RONDE;79380;DEUX SEVRES
LA RONDE HAYE;50490;MANCHE
LA ROQUE ALRIC;84190;VAUCLUSE
LA ROQUE BAIGNARD;14340;CALVADOS
LA ROQUE D ANTHERON;13640;BOUCHES DU RHONE
LA ROQUE ESCLAPON;83840;VAR
LA ROQUE GAGEAC;24250;DORDOGNE
LA ROQUE STE MARGUERITE;12100;AVEYRON
LA ROQUE SUR CEZE;30200;GARD
LA ROQUE SUR PERNES;84210;VAUCLUSE
LA ROQUEBRUSSANNE;83136;VAR
LA ROQUETTE;27700;EURE
LA ROQUETTE SUR SIAGNE;06550;ALPES MARITIMES
LA ROQUETTE SUR VAR;06670;ALPES MARITIMES
LA ROQUILLE;33220;GIRONDE
LA ROSIERE;70310;HAUTE SAONE
LA ROTHIERE;10500;AUBE
LA ROUAUDIERE;53390;MAYENNE
LA ROUGE;61260;ORNE
LA ROUGIERE;13240;BOUCHES DU RHONE
LA ROUQUETTE;12200;AVEYRON
LA ROUSSIERE;27270;EURE
LA ROUVIERE;30190;GARD
LA ROUXIERE;44370;LOIRE ATLANTIQUE
LA RUE ST PIERRE;76690;SEINE MARITIME
LA RUE ST PIERRE;60510;OISE
LA SABOTTERIE;08130;ARDENNES
LA SALETTE FALLAVAUX;38970;ISERE
LA SALINE;97422;REUNION
LA SALINE LES BAINS;97434;REUNION
LA SALLE;71260;SAONE ET LOIRE
LA SALLE;88470;VOSGES
LA SALLE DE VIHIERS;49310;MAINE ET LOIRE
LA SALLE EN BEAUMONT;38350;ISERE
LA SALLE LES ALPES;05240;HAUTES ALPES
LA SALVETAT BELMONTET;82230;TARN ET GARONNE
LA SALVETAT LAURAGAIS;31460;HAUTE GARONNE
LA SALVETAT PEYRALES;12440;AVEYRON
LA SALVETAT ST GILLES;31880;HAUTE GARONNE
LA SALVETAT SUR AGOUT;34330;HERAULT
LA SAUCELLE;28250;EURE ET LOIR
LA SAULCE;05110;HAUTES ALPES
LA SAULSOTTE;10400;AUBE
LA SAUNIERE;23000;CREUSE
LA SAUSSAYE;27370;EURE
LA SAUVAGERE;61600;ORNE
LA SAUVE;33670;GIRONDE
LA SAUVETAT;32500;GERS
LA SAUVETAT;63730;PUY DE DOME
LA SAUVETAT;43340;HAUTE LOIRE
LA SAUVETAT DE SAVERES;47270;LOT ET GARONNE
LA SAUVETAT DU DROPT;47800;LOT ET GARONNE
LA SAUVETAT SUR LEDE;47150;LOT ET GARONNE
LA SAUZIERE ST JEAN;81630;TARN
LA SEAUVE SUR SEMENE;43140;HAUTE LOIRE
LA SEGALASSIERE;15290;CANTAL
LA SEGUINIERE;49280;MAINE ET LOIRE
LA SELLE CRAONNAISE;53800;MAYENNE
LA SELLE EN COGLES;35460;ILLE ET VILAINE
LA SELLE EN HERMOY;45210;LOIRET
LA SELLE EN LUITRE;35133;ILLE ET VILAINE
LA SELLE GUERCHAISE;35130;ILLE ET VILAINE
LA SELLE LA FORGE;61100;ORNE
LA SELLE SUR LE BIED;45210;LOIRET
LA SELVE;02150;AISNE
LA SELVE;12170;AVEYRON
LA SENTINELLE;59174;NORD
LA SEOUBE;65710;HAUTES PYRENEES
LA SERPENT;11190;AUDE
LA SERRE;12380;AVEYRON
LA SERRE BUSSIERE VIEILLE;23190;CREUSE
LA SEYNE SUR MER;83500;VAR
LA SICAUDAIS;44320;LOIRE ATLANTIQUE
LA SOMMETTE;25510;DOUBS
LA SONE;38840;ISERE
LA SOUCHE;07380;ARDECHE
LA SOURCE;45100;LOIRET
LA SOUTERRAINE;23300;CREUSE
LA SUZE SUR SARTHE;72210;SARTHE
LA TABLE;73110;SAVOIE
LA TACHE;16260;CHARENTE
LA TAGNIERE;71190;SAONE ET LOIRE
LA TAILLEE;85450;VENDEE
LA TALAUDIERE;42350;LOIRE
LA TARDIERE;85120;VENDEE
LA TERRASSE;38660;ISERE
LA TERRASSE SUR DORLAY;42740;LOIRE
LA TERRISSE;12210;AVEYRON
LA TESSOUALLE;49280;MAINE ET LOIRE
LA TESTE DE BUCH;33260;GIRONDE
LA THIEULOYE;62130;PAS DE CALAIS
LA THUILE;73190;SAVOIE
LA TIEULE;48500;LOZERE
LA TOMBE;77130;SEINE ET MARNE
LA TOUCHE;26160;DROME
LA TOUR;06710;ALPES MARITIMES
LA TOUR;74250;HAUTE SAVOIE
LA TOUR BLANCHE;24320;DORDOGNE
LA TOUR D AIGUES;84240;VAUCLUSE
LA TOUR D ARBOIS;13129;BOUCHES DU RHONE
LA TOUR D AUVERGNE;63680;PUY DE DOME
LA TOUR DE SALVAGNY;69890;RHONE
LA TOUR DE SCAY;25640;DOUBS
LA TOUR DU CRIEU;09100;ARIEGE
LA TOUR DU MEIX;39270;JURA
LA TOUR DU PIN;38110;ISERE
LA TOUR EN JAREZ;42580;LOIRE
LA TOUR ST GELIN;37120;INDRE ET LOIRE
LA TOUR SUR ORB;34260;HERAULT
LA TOURETTE;42380;LOIRE
LA TOURETTE;19200;CORREZE
LA TOURETTE CABARDES;11380;AUDE
LA TOURLANDRY;49120;MAINE ET LOIRE
LA TOUSSUIRE;73300;SAVOIE
LA TRANCHE SUR MER;85360;VENDEE
LA TRANCLIERE;01160;AIN
LA TREMBLADE;17390;CHARENTE MARITIME
LA TRETOIRE;77510;SEINE ET MARNE
LA TRICHERIE;86490;VIENNE
LA TRIMOUILLE;86290;VIENNE
LA TRINITAT;15110;CANTAL
LA TRINITE;73110;SAVOIE
LA TRINITE;50800;MANCHE
LA TRINITE;06340;ALPES MARITIMES
LA TRINITE;27930;EURE
LA TRINITE;97220;MARTINIQUE
LA TRINITE DE REVILLE;27270;EURE
LA TRINITE DES LAITIERS;61230;ORNE
LA TRINITE DU MONT;76170;SEINE MARITIME
LA TRINITE PORHOET;56710;MORBIHAN
LA TRINITE SUR MER;56470;MORBIHAN
LA TRINITE SURZUR;56190;MORBIHAN
LA TRONCHE;38700;ISERE
LA TROUCHE;88110;VOSGES
LA TRUCHERE;71290;SAONE ET LOIRE
LA TUILIERE;42830;LOIRE
LA TURBALLE;44420;LOIRE ATLANTIQUE
LA TURBIE;06320;ALPES MARITIMES
LA VACHERESSE ET LA ROUIL;88140;VOSGES
LA VACHERIE;26190;DROME
LA VACHERIE;27400;EURE
LA VACQUERIE;14240;CALVADOS
LA VACQUERIE ET ST MARTIN;34520;HERAULT
LA VAIVRE;70320;HAUTE SAONE
LA VALBONNE;01360;AIN
LA VALENTINE;13011;BOUCHES DU RHONE
LA VALETTE;38350;ISERE
LA VALETTE DU VAR;83160;VAR
LA VALLA;42111;LOIRE
LA VALLA EN GIER;42131;LOIRE
LA VALLEE;17250;CHARENTE MARITIME
LA VALLEE AU BLE;02140;AISNE
LA VALLEE MULATRE;02110;AISNE
LA VALLOTE;10150;AUBE
LA VANCELLE;67730;BAS RHIN
LA VARENNE;49270;MAINE ET LOIRE
LA VARENNE ST HILAIRE;94210;VAL DE MARNE
LA VAUPALIERE;76150;SEINE MARITIME
LA VENDELEE;50200;MANCHE
LA VENDUE MIGNOT;10800;AUBE
LA VENTROUZE;61190;ORNE
LA VERDIERE;83560;VAR
LA VERGENNE;70200;HAUTE SAONE
LA VERGNE;17400;CHARENTE MARITIME
LA VERNAREDE;30530;GARD
LA VERNAZ;74200;HAUTE SAVOIE
LA VERNELLE;36600;INDRE
LA VERNOTTE;70130;HAUTE SAONE
LA VERPILLIERE;38290;ISERE
LA VERRIE;85130;VENDEE
LA VERRIERE;78320;YVELINES
LA VERSANNE;42220;LOIRE
LA VESPIERE;14290;CALVADOS
LA VEUVE;51520;MARNE
LA VEZE;25660;DOUBS
LA VICOGNE;80260;SOMME
LA VICOMTE SUR RANCE;22690;COTES D'ARMOR
LA VIEILLE LOYE;39380;JURA
LA VIEILLE LYRE;27330;EURE
LA VIEUX RUE;76160;SEINE MARITIME
LA VILLE;69470;RHONE
LA VILLE AUX BOIS;10500;AUBE
LA VILLE AUX BOIS LES DIZ;02340;AISNE
LA VILLE AUX BOIS LES PON;02160;AISNE
LA VILLE AUX CLERCS;41160;LOIR ET CHER
LA VILLE AUX DAMES;37700;INDRE ET LOIRE
LA VILLE AUX NONAINS;28250;EURE ET LOIR
LA VILLE DIEU DU TEMPLE;82290;TARN ET GARONNE
LA VILLE DU BOIS;91620;ESSONNE
LA VILLE ES NONAIS;35430;ILLE ET VILAINE
LA VILLE LOUAIS;22590;COTES D'ARMOR
LA VILLE SOUS ORBAIS;51270;MARNE
LA VILLEDIEU;17470;CHARENTE MARITIME
LA VILLEDIEU;48700;LOZERE
LA VILLEDIEU;23340;CREUSE
LA VILLEDIEU DU CLAIN;86340;VIENNE
LA VILLEDIEU EN FONTENETT;70160;HAUTE SAONE
LA VILLENEUVE;23260;CREUSE
LA VILLENEUVE;71270;SAONE ET LOIRE
LA VILLENEUVE AU CHENE;10140;AUBE
LA VILLENEUVE CHATELOT;10400;AUBE
LA VILLENEUVE EN CHEVRIE;78270;YVELINES
LA VILLENEUVE LES CHARLEV;51120;MARNE
LA VILLENEUVE LES CONVERS;21450;COTE D'OR
LA VILLENEUVE THURY;60890;OISE
LA VILLETELLE;23260;CREUSE
LA VILLETTE;14570;CALVADOS
LA VILLOTTE;89130;YONNE
LA VINEUSE;71250;SAONE ET LOIRE
LA VOIVRE;70310;HAUTE SAONE
LA VOIVRE;88470;VOSGES
LA VOULTE SUR RHONE;07800;ARDECHE
LA VRAIE CROIX;56250;MORBIHAN
LA WALCK;67350;BAS RHIN
LA WANTZENAU;67610;BAS RHIN
LAA MONDRANS;64300;PYRENEES ATLANTIQUES
LAAS;32170;GERS
LAAS;64390;PYRENEES ATLANTIQUES
LAAS;45300;LOIRET
LABALME;01450;AIN
LABARDE;33460;GIRONDE
LABAROCHE;68910;HAUT RHIN
LABARRERE;32250;GERS
LABARTHE;32260;GERS
LABARTHE;82220;TARN ET GARONNE
LABARTHE BLEYS;81170;TARN
LABARTHE INARD;31800;HAUTE GARONNE
